original,translate
Masterwork Mace of Acid,精工钉锤之强酸
Masterwork Mace of Defence,精工钉锤之防御
Masterwork Mace of Fire,精工钉锤之火焰
Masterwork Mace of Frost,精工钉锤之冰霜
Masterwork Mace of the Grand-Master,精工钉锤之大宗师
Keen Masterwork Mace,敏锐精工钉锤
Savage Masterwork Mace,凶残精工钉锤
Masterwork Mace of Lightning,精工钉锤之闪电
Masterwork Rapier of Celerity,精工细剑之迅捷
Masterwork Rapier of Speed,精工细剑之速度
Accurate Masterwork Rapier,精准精工细剑
Masterwork Rapier of Greater Accuracy,精工细剑之强效命中
Masterwork Rapier of the Master,精工细剑之大师
Masterwork Rapier of Acid,精工细剑之强酸
Masterwork Rapier of Defence,精工细剑之防御
Masterwork Rapier of Fire,精工细剑之火焰
Masterwork Rapier of Frost,精工细剑之冰霜
Masterwork Rapier of the Grand-master,精工细剑之大宗师
Keen Masterwork Rapier,敏锐精工细剑
Savage Masterwork Rapier,凶残精工细剑
Masterwork Rapier of Lightning,精工细剑之闪电
Masterwork Scimitar of Celerity,精工弯刀之迅捷
Masterwork Scimitar of Speed,精工弯刀之速度
Accurate Masterwork Scimitar,精准精工弯刀
Masterwork Scimitar of Greater Accuracy,精工弯刀之强效命中
Masterwork Scimitar of the Master,精工弯刀之大师
Masterwork Scimitar of Acid,精工弯刀之强酸
Masterwork Scimitar of Defence,精工弯刀之防御
Masterwork Scimitar of Fire,精工弯刀之火焰
Masterwork Scimitar of Frost,精工弯刀之冰霜
Masterwork Scimitar of the Grand-master,精工弯刀之大宗师
Keen Masterwork Scimitar,敏锐精工弯刀
Savage Masterwork Scimitar,凶残精工弯刀
Masterwork Scimitar of Lightning,精工弯刀之闪电
Masterwork Shortsword of Celerity,精工短剑之迅捷
Masterwork Shortsword of Speed,精工短剑之速度
Accurate Masterwork Shortsword,精准精工短剑
Masterwork Shortsword of Greater Accuracy,精工短剑之强效命中
Masterwork Shortsword of the Master,精工短剑之大师
Masterwork Shortsword of Acid,精工短剑之强酸
Masterwork Shortsword of Defence,精工短剑之防御
Masterwork Shortsword of Fire,精工短剑之火焰
Masterwork Shortsword of Frost,精工短剑之冰霜
Masterwork Shortsword of the Grand-master,精工短剑之大宗师
Keen Masterwork Shortsword,敏锐精工短剑
Savage Masterwork Shortsword,凶残精工短剑
Masterwork Shortsword of Lightning,精工短剑之闪电
Masterwork Two-Hander of Celerity,精工双手武器之迅捷
Masterwork Two-Hander of Speed,精工双手武器之速度
Accurate Masterwork Two-Hander,精准精工双手武器
Masterwork Two-Hander of Greater Accuracy,精工双手武器之强效命中
Masterwork Two-Hander of the Master,精工双手武器之大师
Masterwork Two-Hander of Acid,精工双手武器之强酸
Masterwork Two-Hander of Defence,精工双手武器之防御
Masterwork Two-Hander of Fire,精工双手武器之火焰
Masterwork Two-Hander of Frost,精工双手武器之冰霜
Masterwork Two-Hander of the Grand-master,精工双手武器之大宗师
Keen Masterwork Two-Hander,敏锐精工双手武器
Savage Masterwork Two-Hander,凶残精工双手武器
Masterwork Two-Hander of Lightning,精工双手武器之闪电
Masterwork Waraxe of Celerity,精工战斧之迅捷
Masterwork Waraxe of Speed,精工战斧之速度
Accurate Masterwork Waraxe,精准精工战斧
Masterwork Waraxe of Greater Accuracy,精工战斧之强效命中
Masterwork Waraxe of the Master,精工战斧之大师
Masterwork Waraxe of Acid,精工战斧之强酸
Masterwork Waraxe of Defence,精工战斧之防御
Masterwork Waraxe of Fire,精工战斧之火焰
Masterwork Waraxe of Frost,精工战斧之冰霜
Masterwork Waraxe of the Grand-master,精工战斧之大宗师
Keen Masterwork Waraxe,敏锐精工战斧
Savage Masterwork Waraxe,凶残精工战斧
Masterwork Waraxe of Lightning,精工战斧之闪电
Masterwork Warhammer of Celerity,精工战锤之迅捷
Masterwork Warhammer of Speed,精工战锤之速度
Accurate Masterwork Warhammer,精准精工战锤
Masterwork Warhammer of Greater Accuracy,精工战锤之强效命中
Masterwork Warhammer of the Master,精工战锤之大师
Masterwork Warhammer of Acid,精工战锤之强酸
Masterwork Warhammer of Defence,精工战锤之防御
Masterwork Warhammer of Fire,精工战锤之火焰
Masterwork Warhammer of Frost,精工战锤之冰霜
Masterwork Warhammer of the Grand-master,精工战锤之大宗师
Keen Masterwork Warhammer,敏锐精工战锤
Savage Masterwork Warhammer,凶残精工战锤
Masterwork Warhammer of Lightning,精工战锤之闪电
Fine Composite Bow of Celerity,精良复合弓之迅捷
Accurate Fine Composite Bow,精准精良复合弓
Fine Composite Bow of Greater Accuracy,精良复合弓之强效命中
Fine Composite Bow of Defence,精良复合弓之防御
Keen Fine Composite Bow,敏锐精良复合弓
Savage Fine Composite Bow,凶残精良复合弓
Fine Longbow of Celerity,精良长弓之迅捷
Fine Longbow of Speed,精良长弓之速度
Accurate Fine Longbow,精准精良长弓
Fine Longbow of Greater Accuracy,精良长弓之强效命中
Fine Longbow of Defence,精良长弓之防御
Keen Fine Longbow,敏锐精良长弓
Savage Fine Longbow,凶残精良长弓
Fine Shortbow of Celerity,精良短弓之迅捷
Accurate Fine Shortbow,精准精良短弓
Fine Shortbow of Greater Accuracy,精良短弓之强效命中
Fine Shortbow of Defence,精良短弓之防御
Keen Fine Shortbow,敏锐精良短弓
Savage Fine Shortbow,凶残精良短弓
Masterwork Composite Bow of Celerity,精工复合弓之迅捷
Masterwork Composite Bow of Speed,精工复合弓之速度
Accurate Masterwork Composite Bow,精准精工复合弓
Masterwork Composite Bow of Greater Accuracy,精工复合弓之强效命中
Masterwork Composite Bow of the Master,精工复合弓之大师
Masterwork Composite Bow of Acid,精工复合弓之强酸
Masterwork Composite Bow of Defence,精工复合弓之防御
Masterwork Composite Bow of Fire,精工复合弓之火焰
Masterwork Composite Bow of Frost,精工复合弓之冰霜
Masterwork Composite Bow of the Grand-master,精工复合弓之大宗师
Keen Masterwork Composite Bow,敏锐精工复合弓
Savage Masterwork Composite Bow,凶残精工复合弓
Masterwork Composite Bow of Lightning,精工复合弓之闪电
Masterwork Longbow of Celerity,精工长弓之迅捷
Masterwork Longbow of Speed,精工长弓之速度
Accurate Masterwork Longbow,精准精工长弓
Masterwork Longbow of Greater Accuracy,精工长弓之强效命中
Masterwork Longbow of the Master,精工长弓之大师
Masterwork Longbow of Acid,精工长弓之强酸
Masterwork Longbow of Defence,精工长弓之防御
Masterwork Longbow of Fire,精工长弓之火焰
Masterwork Longbow of Frost,精工长弓之冰霜
Masterwork Longbow of the Grand-master,精工长弓之大宗师
Keen Masterwork Longbow,敏锐精工长弓
Savage Masterwork Longbow,凶残精工长弓
Masterwork Longbow of Lightning,精工长弓之闪电
Masterwork Shortbow of Celerity,精工短弓之迅捷
Masterwork Shortbow of Speed,精工短弓之速度
Accurate Masterwork Shortbow,精准精工短弓
Masterwork Shortbow of Greater Accuracy,精工短弓之强效命中
Masterwork Shortbow of the Master,精工短弓之大师
Masterwork Shortbow of Acid,精工短弓之强酸
Masterwork Shortbow of Defence,精工短弓之防御
Masterwork Shortbow of Fire,精工短弓之火焰
Masterwork Shortbow of Frost,精工短弓之冰霜
Masterwork Shortbow of the Grand-master,精工短弓之大宗师
Keen Masterwork Shortbow,敏锐精工短弓
Savage Masterwork Shortbow,凶残精工短弓
Masterwork Shortbow of Lightning,精工短弓之闪电
#Foods,#食物
Apple,苹果
"Whilst its ability to keep the medicae away has yet to be proven, this common fruit can be found growing on trees in the summer months and is a staple in the pantry of peasants and noblemen alike",虽然它让医者远离的能力尚未得到证实，但这种常见的水果在夏季生长在树上，是农民和贵族食品储藏室里的主食
Bacon,培根
There is truly no better way to start the day than with a fresh chunk of this salted pork,确实没有比一块新鲜的咸猪肉更好的方式来开始新的一天了
Dark Bread,黑面包
A piece of the traditional dark and heavy full-grain bread that is eaten throughout the region by farmers and laborers,一块传统的深色厚重全谷物面包，整个地区的农民和劳工都吃这种面包
Butter,黄油
"Due to its affordability, the rich and creamy, salted butter from Heartlander cows is a popular source of nourishment amongst the lower classes of the Empire",由于其价格实惠，来自腹地奶牛的浓郁奶油咸黄油是帝国下层阶级中流行的营养来源
There’s nothing butter,没有什么比黄油更好的了
Carrot,胡萝卜
"Abundant and healthy, carrots are a staple in the soups and stews of the north",胡萝卜丰富又健康，是北方汤和炖菜中的主食
"Also, Hospitallers claim they improve your night-sight",此外，医护骑士声称它们能提高你的夜视能力
Cheddar,切达干酪
"Made from cow's milk, this cheese is common and beloved throughout the Imperial heartlands",由牛奶制成，这种奶酪在帝国腹地很常见且深受喜爱
Perfect for eating with bread and ham,非常适合与面包和火腿一起食用
Sheep's Milk Cheese,羊奶酪
As inexpensive and filling as it is smelly,既便宜又饱腹，尽管气味难闻
Sheep's milk cheese is a staple in the northern Hinterlands,羊奶酪是北部腹地的主食
Crab,螃蟹
"Many of the Empire’s citizens will pay a pretty penny to get their hands on this soft, sweet meat",许多帝国公民愿意花大价钱来获得这种柔软、甜美的肉
"Boiled in salted water and served on white bread with melted butter and squeezed lemon, crab-meat is truly a feast",在盐水中煮熟，放在白面包上，配上融化的黄油和挤出的柠檬汁，蟹肉真是一场盛宴
Cream,奶油
Rich and creamy,浓郁而柔滑
Don’t let the cat have it,别让猫吃了
Dried Meat,干肉
"A favorite amongst adventures, this smoky, preserved meat can last longer than most people’s lives",冒险者们的最爱，这种烟熏的、保存好的肉比大多数人的寿命还长
Eel,鳗鱼
"Due to their abundance in both rivers and oceans, eels are one of the most popular seafoods in the Empire",由于在河流和海洋中都很丰富，鳗鱼是帝国最受欢迎的海鲜之一
"So popular, in fact, that some citizens have even been known to accept them as payment",事实上，如此受欢迎，以至于有些公民甚至接受它们作为支付手段
Eggs,鸡蛋
Don't put them all in one basket,别把所有鸡蛋放在一个篮子里
Perklin,珀克林鱼
The humble perklin makes up for its meager size with its abundance,不起眼的珀克林鱼以其数量弥补了它微小的体型
It's often perserved with salt and eaten year round,它通常用盐腌制，全年食用
The smell is an acquired taste,它的气味是一种需要适应的味道
Redman,红曼鱼
The tongue and eyes of the redman swells grotesquely once it's pulled from the depth in which it dwells,红曼鱼一旦从它栖息的深处被拉出，它的舌头和眼睛就会怪异地肿胀起来
"Despite its apperance, however, its flesh is considered a delicacy when served baked with lemons and vegetables",然而，尽管外观如此，它的肉在搭配柠檬和蔬菜烤制时被视为一种美味
Steel-Fin,钢鳍鱼
Dead fish eyes stare up at you,死鱼的眼睛盯着你
Steel-Fin is a staple on dinner tables throughout the Outer Isles,钢鳍鱼是整个外岛餐桌上的主食
It's commonly eaten in hearthy stews with vegetables,它通常与蔬菜一起在丰盛的炖菜中食用
Flour,面粉
One of the greatest of the Gallian Miracles was the turning of deserts into the great rolling wheat fields that now constitute a large portion of the Heartland,伽里安奇迹中最伟大的之一就是将沙漠变成了如今构成腹地大部分地区的广阔起伏的麦田
From these flows countless tons of grain and rich white flour,从这些麦田里产出无数吨谷物和优质白面粉
Garlic,大蒜
"Pungent and full of flavor, this herb is most frequently used to enhance a variety of meals",辛辣且风味十足，这种草本植物最常用来提升各种菜肴的风味
Cured Ham,熏火腿
"Tender, savory and long lasting",嫩滑、美味且持久
Cured ham is found in the cellar of every well-to-do merchant and petty noble in the Empire,熏火腿在帝国每个富裕商人和小贵族的酒窖里都能找到
Honey,蜂蜜
"Sticky and sweet, this ingredient is often used by cooks to sweeten or preserve food, and is a staple in every mead-makers arsenal",粘稠而甜美，这种食材常被厨师用来增甜或保存食物，也是每个蜂蜜酒酿造者的必备品
It is even said to have curative properties when applied to infected wounds,甚至据说敷在感染的伤口上具有治疗功效
Leeks,韭葱
"Beyond just the taste, leeks go a long way towards adding some color to the drab cuisine of the poor",除了味道，韭葱还能为穷人的单调饮食增添一些色彩
Lemons,柠檬
"In the north, lemons are almost exclusively found on ships where they serve to protect the sailors from the terrible scurvy that prolonged idleness and sexual abstinence is known to cause",在北方，柠檬几乎只在船上才能找到，它们用来保护水手免受可怕的坏血病，这种病据说是由长期闲散和禁欲引起的
Baked Crab,烤蟹
The crab flesh is coated in spiced butter before baking in the oven to perfection,蟹肉涂上香料黄油，然后在烤箱中烤至完美
Baked Mushrooms,烤蘑菇
The nutty flavor of the wyrdloaf mixes wonderfully with the aromas of garlic to produce a meal fit for an emperor,威德洛夫菇的坚果风味与大蒜的香气完美融合，制成一道适合帝皇享用的菜肴
Baked Onions,烤洋葱
"Onions are easily grow, keep for long and go a long ways towards covering up the taste of half-spoiled fish or meat",洋葱容易种植，保存时间长，并且能很好地掩盖半腐坏的鱼或肉的味道
Baked Oysters,烤牡蛎
Tender oysters coated in bread-crumbs and baked until just right,嫩牡蛎裹上面包屑，烤至恰到好处
You just hope the oysters were fresh,你只希望牡蛎是新鲜的
Baked Potato,烤土豆
It is said that potatoes alone can nourish a man's body indefinitely,据说仅靠土豆就能无限期地滋养人的身体
The same cannot be said for his soul,但他的灵魂却不能如此
Beef Stew,炖牛肉
"A thick, hearty stew of beef cooked in rich, Ombarian wine",一道用浓郁的奥姆巴里亚葡萄酒烹制的浓稠、丰盛的炖牛肉
Cheese Plate,奶酪拼盘
"Ah, the understated elegance of a cheese and fruit plate",啊，奶酪水果拼盘的低调优雅
Eggs and Bacon,鸡蛋和培根
The breakfast of titans,巨人的早餐
Baked Fish,烤鱼
"A delicious-looking plate of baked, white fish on a bed of vegetables seasoned with freshly squeezed lemon",一盘看起来美味的烤白鱼，铺在蔬菜上，用鲜榨柠檬调味
Salted Fish,咸鱼
The fisherman's best friend,渔夫最好的朋友
Preferably eaten with a mug of ale on the side,最好配上一大杯麦芽酒
Fish Stew,炖鱼
A steaming bowl of fish and vegetable stew,一碗热气腾腾的鱼和蔬菜炖菜
This type of dish is eaten more or less daily by the coast-dwellers of the north,这种菜肴几乎是北方沿海居民每天都会吃的
It could do with some salt,可以加点盐
Grilled Leeks,烤韭葱
Mashed Potatoes,土豆泥
Just the way mothers all over the Empire would make it!,就像帝国各地的母亲们做的那样！
Meat Skewers,肉串
Richly spiced meat roasted on skewers,用香料腌制过的肉串在签子上烤制
A popular dish that the Empire imported from its overseas colonies,帝国从海外殖民地引进的一道流行菜肴
Farmer's Omelette,农家煎蛋卷
"A nice farmer's omelette brings to mind the simple comforts of a quaint, rural life",一份美味的农家煎蛋卷让人想起古朴乡村生活的简单舒适
Mushroom Omelette,蘑菇煎蛋卷
The mushroom omelette tastes of the forest,蘑菇煎蛋卷有森林的味道
Apple Pie,苹果派
Sweet and comforting,甜美而令人安慰
Pumpkin Pie,南瓜派
Nothing says autumn like a nice old slice of pumpkin pie,没有什么比一块美味的南瓜派更能代表秋天了
Roasted Eel,烤鳗鱼
Crispy skin and tender meat,酥脆的皮和嫩滑的肉
The roasted eel is seasoned with garlic and served with potato chips,烤鳗鱼用大蒜调味，配上薯片
Cheese Sandwich,奶酪三明治
"For a few short moments, whilst eating a melted cheese sandwich, all is well in the world",在吃融化的奶酪三明治的短短片刻里，世间一切安好
Mushroom Soup,蘑菇汤
Fried Steak,煎牛排
A meal to put hair on your chest!,让你胸口长毛的一餐！
Vegetable Soup,蔬菜汤
"A farmer’s feast, often eaten in the fall when root vegetables are abundant",农夫的盛宴，通常在秋季根茎类蔬菜丰富时食用
Morel,羊肚菌
Morels are mushrooms that make for excellent eating,羊肚菌是极佳的食用蘑菇
Penny Buns,牛肝菌
Penny Buns are mushrooms that make for excellent eating,牛肝菌是极佳的食用蘑菇
Wyrdloaf,威德洛夫菇
Wyrdloaf are mushrooms that make for excellent eating,威德洛夫菇是极佳的食用蘑菇
Nuts,坚果
"Often added to meat dishes to boost nutrition, these tasty treats can be found growing on various trees and bushes throughout the Empire",常被添加到肉类菜肴中以增加营养，这些美味的零食生长在帝国各地的各种树木和灌木上
Onions,洋葱
Oysters,牡蛎
This earthy flavored molluscs has been known to increase a person’s desire and sexual stamina,这种带有泥土味的软体动物已知能增强人的欲望和性耐力
No wonder then that the courtiers and lay nobility of the Heartlands gorge themselves on this delicacy,难怪腹地的朝臣和世俗贵族们对这种美味狼吞虎咽
Just remember to smell them before you eat them,只是记得在吃之前闻一闻
Pear,梨子
"A freshly picked, juicy pear",一个新鲜采摘的多汁梨子
"Eat it fresh, bake it in a pie or make brandy from it!",生吃、烤成派或用来酿白兰地！
Potatoes,土豆
Pumpkin,南瓜
A bit watery and tasteless but might work well in a soup or a pie,有点水且无味，但可能适合做汤或派
Ration,口粮
"A trail ration of dried meats, fruits and grains",一份由干肉、水果和谷物组成的旅行口粮
As sure to filling as it is boring,既肯定能填饱肚子，又同样乏味
Salt,盐
An empire runs on salt,帝国靠盐运转
"As the Gallian Empire's preservative and seasoning of choice, it is no wonder that the Salt Merchant's Guild is both rich and very powerful",作为伽里安帝国首选的防腐剂和调味品，盐业商会既富有又非常强大也就不足为奇了
Snails,蜗牛
"Despite their slimy appearance, these small creatures are a delicacy amongst nobles and commoners alike and are often eaten with garlic butter or as part of hearty casseroles",尽管外表黏滑，这些小生物在贵族和平民中都是美味，常与蒜蓉黄油一起食用，或作为丰盛炖菜的一部分
Spices,香料
"Imported from far away lands at great cost and risk, spices are worth their weight in gold",以巨大的成本和风险从遥远的地方进口，香料价值堪比黄金
"Aromatic and delicious, they are a precious commodity used by the upper classes to enhance their meals",芳香而美味，它们是上层阶级用来提升菜肴的珍贵商品
Squid,鱿鱼
"If they’re not filling the bellies of the upper-class, these slippery sea-creatures are being harvested for their ebony coloured ink",如果它们没有填满上层阶级的肚子，这些滑溜溜的海洋生物就会被捕捞以获取它们乌黑色的墨汁
Sugar,糖
"Due to its rarity, this sweet ingredient is usually only found in the kitchens of noble and middle-class households where it is typically used to make glorious pastries and confections",由于稀有，这种甜味食材通常只在贵族和中产阶级家庭的厨房里找到，通常用于制作精美的糕点和甜食
Beef,牛肉
"A favorite on many a noble’s table, this thick cut of meat is as rich in iron as it is in flavor",许多贵族餐桌上的最爱，这块厚切肉富含铁质，味道也同样浓郁
Warberries,战莓
Rich harvests from the warberry bush is said to portend war,据说战莓灌木的丰收预示着战争
These tart berries are often used to make jams or other preserves in case food should become scarce,这些酸涩的浆果常被用来制作果酱或其他保存食品，以防食物短缺
Ombarian Wine,奥姆巴里亚葡萄酒
Fine wine imported from the vinyards of the Ombaria,从奥姆巴里亚葡萄园进口的优质葡萄酒
Rumors abound of grape harvests failing due to drought in the Heartlands and wine is currently hard to come by,有传言说腹地因干旱导致葡萄歉收，葡萄酒目前很难买到
#Gems,#宝石
Amethyst,紫水晶
"A common variety of quartz often believed to offer enlightenment, this gemstone is often found in the mountains of Gorremia",一种常见的石英变种，常被认为能带来启迪，这种宝石常见于戈雷米亚的群山之中
Archon's Eye,执政官之眼
A common gemstone across the Empire,帝国常见的一种宝石
Crones will tell you it protects the user from bad luck,老妇们会告诉你它能保护佩戴者免遭厄运
Diamond,钻石
The “Empress” of gemstones,宝石中的“女皇”
Emerald,翡翠
A highly coveted semi-precious stone often worn by members of the lay-nobility,一种备受追捧的半宝石，常为世俗贵族成员所佩戴
Moonstone,月长石
"This adularescent gem is believed by some to have fallen from the moon itself, but its low cost suggests otherwise",这种具有游彩效应的宝石被一些人认为是从月亮上掉下来的，但其低廉的价格却暗示并非如此
Opal,欧泊
This semi-precious stone is found in far Arassha and is often inset in items of power,这种半宝石产自遥远的阿拉夏，常被镶嵌在力量物品上
Painite,帕伊奈特
"A rare mineral often misidentified as a ruby, this gemstone is often called “The Jewler’s Best Friend",一种常被误认为红宝石的稀有矿物，这种宝石常被称为“珠宝商最好的朋友”
Pearl,珍珠
"A spherical stone, typically white or bluish-gray, the pearl is a favorite of rich sea-merchants",一种球形宝石，通常为白色或蓝灰色，珍珠是富有海商的最爱
Red Beryl,红绿柱石
An extremely rare and coveted gemstone that can sometimes be found inset in the regalia of the Empire’s most powerful,一种极其稀有且备受追捧的宝石，有时可见于帝国最有权势者的徽章上
Ruby,红宝石
"A coveted, durable gemstone often worn by Magi of high rank",一种备受追捧、耐久的宝石，常为高阶法师所佩戴
Topaz,黄玉
Topaz is commonly traded by Ombarian merchants,黄玉通常由奥姆巴里亚商人交易
"Usually light blue in color, the gem can be traded at a low cost",通常呈浅蓝色，这种宝石可以低价交易
#Idle Items,#闲置物品
Banner,旗帜
Helbard,戟
Pitchfork,干草叉
Rake,耙子
Scythe,镰刀
Spear,长矛
Enchanted,附魔
Ranged,远程
#Jewelry,#珠宝
Amulet of Perfect Health,无暇健康护符
Grants the wearer immunity to Disease,赋予佩戴者疾病免疫
The Lunar Ring,月之戒
The Lunar Ring increases the radius of Aura spells by,月之戒增加光环法术的半径
Skull Necklace,颅骨项链
An exquisitely crafted necklace that could be quite valuable,一条制作精美的项链，可能价值不菲
Diamond Necklace,钻石项链
Firegold Necklace,火金项链
Coral Necklace,珊瑚项链
Pagan Necklace,异教项链
Beryl Necklace,绿柱石项链
Garnet Necklace,石榴石项链
Profane Necklace,渎神项链
Arcane Necklace,奥术项链
Ancient Necklace,古代项链
Brass Necklace,黄铜项链
A necklace that can be sold for a few coins,一条能卖几个铜板的项链
Opal Necklace,欧泊项链
A necklace that will fetch a nice price,一条能卖个好价钱的项链
Silver Necklace,银项链
Gold Necklace,金项链
Copper Necklace,铜项链
Copper Locket,铜吊坠
Jade Necklace,翡翠项链
Ruby Necklace,红宝石项链
Ancient Gold Necklace,古代金项链
Ancient Jade Necklace,古代翡翠项链
The Guarded Heart,守护之心
A beautifully crafted golden ring with a heart carved into it,一枚精雕细琢的金戒指，上面刻有一颗心
The wearer of this ring will find their resolve strengthened,佩戴此戒指者将发现自己的决心得到增强
Adds +1 to Will,意志+1
Skull Ring,颅骨戒指
An exquisitely crafted ring that could be quite valuable,一枚制作精美的戒指，可能价值不菲
Topaz Ring,黄玉戒指
Lapis Ring,青金石戒指
Frater's Ring,弗拉特之戒
Sepulchite's Ring,墓祀教团之戒
Flowgold Ring,流金戒指
Wavestrider Ring,踏浪者之戒
Tempest Ring,风暴之戒
Lupercal Ring,卢佩卡尔戒指
Arboreal Ring,林木戒指
Primordial Ring,原初之戒
Ruby Ring,红宝石戒指
Genesis Ring,创世之戒
Fire Opal Ring,火欧泊戒指
Emerald Ring,翡翠戒指
Amethyst Ring,紫水晶戒指
Serpent Ring,蛇形戒指
Aquamarine Ring,海蓝宝石戒指
Sunstone Ring,日长石戒指
Green Sapphire Ring,绿宝石戒指
Brass Ring,黄铜戒指
"A modest, but well crafted ring",“一枚朴素但做工精良的戒指”
Silver Ring,银戒指
Gold Ring,金戒指
"A modest, but well crafted golden ring",“一枚朴素但做工精良的金戒指”
#Keys,#钥匙
Crypt Key,墓室钥匙
A bloodied bronze key that opens something in the crypt under the temple in Horryn,一把血迹斑斑的青铜钥匙，用于打开霍林神庙下方墓室中的某物
Surgery Door Key,手术室钥匙
"A small key that unlocks the door to the surgery on the ""Zephyr","一把小钥匙，用于打开""西风号""上手术室的门"
Armory Key,军械库钥匙
A key that was discovered inside the keep in Horryn,一把在霍林要塞内发现的钥匙
Black Key,黑钥匙
A large black key that unlocks something inside the Black Priory,一把大黑钥匙，用于打开黑修院内的某物
Smugglers Key,走私者的钥匙
A large rusty key that seems like it would open a chest or some other container,一把生锈的大钥匙，似乎能打开箱子或其他容器
You found it on a drowned corpse beneath the lighthouse,你在灯塔下的一具溺水尸体上找到了它
#Melee Weapons,#近战武器
Light Blade,轻型刀剑
Medium Blade,中型刀剑
Heavy Blade,重刃
Masterwork Dagger,精工匕首
Broadsword,阔剑
Fine Broadsword,精良阔剑
Masterwork Broadsword,精工阔剑
Crude Broadsword,粗制阔剑
Light Club,轻棍
Fine Club,精良棍棒
Masterwork Club,精工棍棒
Crude Club,粗制棍棒
Cutlass,弯刀
A cutlass is a curved sword favored by sailors and swordsmen of Yom-Baria,弯刀是一种受约姆-巴里亚水手和剑客青睐的弧形刀剑
Fine Cutlass,精良弯刀
Masterwork Cutlass,精工弯刀
Crude Cutlass,粗制弯刀
Dagger,匕首
Ancient Dagger,古代匕首
"An ancient dagger, carved from a strange greenish stone",一把古代匕首，由一种奇特的绿色石头雕刻而成
It looks almost ritual and you suspect it might be of some value to someone with the right interest,它看起来近乎仪式用具，你怀疑它可能对某些有特定兴趣的人有价值
Fine Dagger,精良匕首
Crude Dagger,粗制匕首
The Sparrowhawk,燕隼
A legendary rapier of unrivaled quality,一把品质无与伦比的传奇刺剑
It also adds +2 to the wielder’s initiative,它还能为持用者的先攻提供+2加值
Greataxe,巨斧
Fine Greataxe,精良巨斧
Masterwork Greataxe,精工巨斧
Crude Greataxe,粗制巨斧
Greathammer,巨锤
Fine Greathammer,精良巨锤
Masterwork Greathammer,精工巨锤
Crude Greathammer,粗制巨锤
Handaxe,手斧
Fine Handaxe,精良手斧
Masterwork Handaxe,精工手斧
Crude Handaxe,粗制手斧
Longsword,长剑
Fine Longsword,精良长剑
Masterwork Longsword,精工长剑
Crude Longsword,粗制长剑
Mace,钉锤
Fine Mace,精良钉锤
Masterwork Mace,精工钉锤
Crude Mace,粗制钉锤
Mathias's Sword,马蒂亚斯之剑
A beautifully crafted bastard-sword,一柄锻造精美的混种剑
Rapier,刺剑
Fine Rapier,精良刺剑
Masterwork Rapier,精工细剑
Crude Rapier,粗制刺剑
Scimitar,弯刀
Fine Scimitar,精良弯刀
Masterwork Scimitar,精工弯刀
Crude Scimitar,粗制弯刀
Shortsword,短剑
Fine Shortsword,精良短剑
Masterwork Shortsword,精工短剑
Crude Shortsword,粗制短剑
The Lake Blade,湖刃
A stunningly wrought longsword of ancient design,一柄锻造精美、设计古老的长剑
The bluish sheen of its metal never seems to lose its luster giving it its name,其金属泛出的淡蓝光泽似乎永不褪色，因此得名
You recovered this sword from the crypt under Horryn,你从霍林地下的墓室中找回了这柄剑
Two-Hander,双手武器
A large sword that must be wielded two-handed,一柄必须用双手挥舞的大剑
Fine Two-Hander,精良双手武器
Masterwork Two-Hander,精工双手武器
Crude Two-Hander,粗制双手武器
Waraxe,战斧
Fine Waraxe,精良战斧
Masterwork Waraxe,精工战斧
Crude Waraxe,粗制战斧
Warhammer,战锤
Fine Warhammer,精良战锤
Masterwork Warhammer,精工战锤
Crude Warhammer,粗制战锤
#Misc Items,#杂项物品
Vomit Cups,呕吐杯
"A bag of highly toxic fungi for Esteban, the alchemist in the Underhalls",一袋剧毒菌类，要交给地下大厅的炼金术师埃斯特班
Bee Smoker,蜂烟器
A small apparatus that creates smoke,一种产生烟雾的小型装置
Used to calm bees before harvesting honey,用于在采集蜂蜜前安抚蜜蜂
Cassilda's Song,卡丝尔达的歌
A folded up piece of paper that has ‘To Camilla - From Cassilda' written on it,一张折叠的纸，上面写着“致卡米拉——来自卡丝尔达”
Supposedly it contains the words of a song intended for Camilla’s eyes only,据说里面有一首歌的歌词，只给卡米拉一个人看
A Foul-Smelling Potion,一瓶恶臭药水
A bottle of medicine made by Mother Katak to help cure the infection that is spreading through the Idran refugee camp,一瓶由卡塔克嬷嬷制作的药水，用于治疗在伊德拉难民营蔓延的感染
Firgol Honey,菲尔戈尔蜂蜜
A honeycomb retrieved from one of the beehives in Firgol,从菲尔戈的一个蜂巢中取出的蜂巢蜜
It has a spectacular shade of yellow,它呈现出一种绚丽的黄色
Vessel,容器
A strange vessel that could hold liquid,一个可以盛放液体的奇怪容器
Full Vessel,装满的容器
A strange vessel containing liquid,一个装有液体的奇怪容器
Stuffed Animal,毛绒玩具
"A small, ragged stuffed animal",一个又小又破的毛绒玩具
No doubt it should be returned to its owner with all due haste,毫无疑问，应该尽快物归原主
Giant Lizard Egg,巨蜥蛋
Large eggs,巨大的蛋
Something appears to be moving inside,里面似乎有什么东西在动
Mallet,木槌
A rounded mallet that seems to have some kind of ceremonial purpose,一个圆头木槌，似乎有某种仪式用途
Children's Bones,孩子的尸骨
"The tragic, mold covered, bones of two children",两具孩子的悲惨尸骨，上面覆盖着霉菌
Lighthouse Oil,灯塔燃油
